element	sp_num	obs_wl_vac	unc_obs_wl	ritz_wl_vac	unc_ritz_wl	intens	Aki	Acc	Ei	Ek	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Mg	11	""	""	"34.022"	"0.010"	""	"7.50e+10"	A	"[1331.1112]"	"[1695.5307]"	"1s.2s"	"3S"	"1"	"1s.5p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Mg	11	""	""	"34.025"	"0.010"	""	"7.49e+10"	A	"[1331.1112]"	"[1695.5024]"	"1s.2s"	"3S"	"1"	"1s.5p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Mg	11	""	""	"34.026"	"0.010"	""	"7.50e+10"	A	"[1331.1112]"	"[1695.4952]"	"1s.2s"	"3S"	"1"	"1s.5p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Fe	16	"34.21"	"0.10"	"34.23+"	"0.12"	""	""		"84.1116"	"446.3"	"2p6.3d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"7/2"	6	8		""	"L19616"	
Si	10	""	""	"34.238"	"0.010"	""	"9.48e+10"	B	"0.86672"	"362.991?"	"2s2.2p"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"	4	6		"T7059"	""	
Fe	16	"34.857"	"0.010"	"34.8569"	"0.0024"	""	"1.23e+11"	C	"34.3677"	"390.063"	"2p6.3p"	"2P*"	"1/2"	"2p6.6d"	"2D"	"3/2"	2	4		"T3334LS"	"L819"	
Si	11	""	""	"34.910"	"0.010"	""	"1.87e+11"	D	"40.8750"	"396.029?"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2p.4p"	"1D"	"2"	3	5		"T5633c4"	""	
C	5	"34.973"	"0.010"	"34.9728"	"0.0010"	"110"	"2.554e+11"	AA	"0.00000"	"354.51652"	"1s2"	"1S"	"0"	"1s.3p"	"1P*"	"1"	1	3		"T5997"	"L1113"	
C	5	""	""	"34.9953"	"0.0010"	""	"1.946e+07"	AA	"0.00000"	"354.28860"	"1s2"	"1S"	"0"	"1s.3d"	"1D"	"2"	1	5	E2	"T3908"	""	
Fe	16	"35.106"	"0.010"	"35.1059"	"0.0025"	""	"1.44e+11"	C	"36.9650"	"390.137"	"2p6.3p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"5/2"	4	6		"T3334LS"	"L819"	
Fe	16	""	""	"35.113"	"0.010"	""	"2.5e+10"	D	"36.9650"	"390.063"	"2p6.3p"	"2P*"	"3/2"	"2p6.6d"	"2D"	"3/2"	4	4		"T3334LS"	""	
Mg	11	""	""	"35.132"	"0.010"	""	"8.16e+10"	A	"[1342.9955]"	"[1695.9082]"	"1s.2p"	"3P*"	"0"	"1s.5d"	"3D"	"1"	1	3		"T5231c4,LS"	""	
Mg	11	""	""	"35.142"	"0.010"	""	"6.10e+10"	A	"[1343.0983]"	"[1695.9082]"	"1s.2p"	"3P*"	"1"	"1s.5d"	"3D"	"1"	3	3		"T5231c4,LS"	""	
Mg	11	""	""	"35.142"	"0.010"	""	"1.10e+11"	A	"[1343.0983]"	"[1695.909]"	"1s.2p"	"3P*"	"1"	"1s.5d"	"3D"	"2"	3	5		"T5231c4,LS"	""	
Mg	11	""	""	"35.185"	"0.010"	""	"1.46e+11"	A	"[1343.5409]"	"[1695.9195]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"3"	5	7		"T5231c4,LS"	""	
Mg	11	""	""	"35.186"	"0.010"	""	"4.06e+09"	A	"[1343.5409]"	"[1695.9082]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"1"	5	3		"T5231c4,LS"	""	
Mg	11	""	""	"35.186"	"0.010"	""	"3.66e+10"	A	"[1343.5409]"	"[1695.909]"	"1s.2p"	"3P*"	"2"	"1s.5d"	"3D"	"2"	5	5		"T5231c4,LS"	""	
Mg	11	""	""	"35.204"	"0.010"	""	"7.19e+10"	A	"[1343.8372]"	"[1696.0249]"	"1s.2s"	"1S"	"0"	"1s.5p"	"1P*"	"1"	1	3		"T5231c4"	""	
Mg	11	""	""	"35.241"	"0.010"	""	"2.65e+09"	A	"[1342.9955]"	"[1694.8166]"	"1s.2p"	"3P*"	"0"	"1s.5s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Mg	11	""	""	"35.251"	"0.010"	""	"7.94e+09"	A	"[1343.0983]"	"[1694.8166]"	"1s.2p"	"3P*"	"1"	"1s.5s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Mg	11	""	""	"35.295"	"0.010"	""	"1.32e+10"	A	"[1343.5409]"	"[1694.8166]"	"1s.2p"	"3P*"	"2"	"1s.5s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Fe	16	"35.333"	"0.010"	"35.333"	"0.010"	""	"6.4e+10"	C	"83.7515"	"434.65"	"2p6.3d"	"2D"	"3/2"	"2p6.8f"	"2F*"	"5/2"	4	6		"T3334LS"	"L819"	
Si	11	""	""	"35.353"	"0.010"	""	"2.37e+11"	D	"21.0528"	"371.752"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2s.4d"	"3D"	"1"	1	3		"T5633c4,LS"	""	
Mg	10	""	""	"35.366"	"0.010"	""	"8.80e+09"	C	"0.0000"	"350.58"	"1s2.2s"	"2S"	"1/2"	"1s2.9p"	"2P*"	"1/2"	2	2		"c4,LS"	""	
Mg	10	""	""	"35.366"	"0.010"	""	"8.83e+09"	C	"0.0000"	"350.58"	"1s2.2s"	"2S"	"1/2"	"1s2.9p"	"2P*"	"3/2"	2	4		"c4,LS"	""	
Fe	16	"35.368"	"0.010"	"35.368"	"0.010"	""	"6.8e+10"	C	"84.1116"	"434.66"	"2p6.3d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"7/2"	6	8		"T3334LS"	"L819"	
Fe	16	""	""	"35.370"	"0.010"	""	"4.5e+09"	E	"84.1116"	"434.65"	"2p6.3d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"5/2"	6	6		"T3334LS"	""	
Si	11	""	""	"35.383"	"0.010"	""	"3.18e+11"	D+	"21.3431"	"371.752"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.4d"	"3D"	"2"	3	5		"T5633c4,LS"	""	
Si	11	""	""	"35.383"	"0.010"	""	"1.76e+11"	D	"21.3431"	"371.752"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.4d"	"3D"	"1"	3	3		"T5633c4,LS"	""	
Si	11	""	""	"35.446"	"0.010"	""	"4.21e+11"	C	"21.9846"	"371.768"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.4d"	"3D"	"3"	5	7		"T5633c4,LS"	""	
Si	11	""	""	"35.448"	"0.010"	""	"1.05e+11"	D	"21.9846"	"371.752"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.4d"	"3D"	"2"	5	5		"T5633c4,LS"	""	
Si	11	""	""	"35.448"	"0.010"	""	"1.17e+10"	E	"21.9846"	"371.752"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.4d"	"3D"	"1"	5	3		"T5633c4,LS"	""	
Fe	16	"35.71"	"0.10"	"35.730"	"0.010"	""	"2.4e+10"	D	"34.3677"	"381.38"	"2p6.3p"	"2P*"	"1/2"	"2p6.6s"	"2S"	"1/2"	2	2		"T3334LS"	"L19616"	
Mg	10	""	""	"35.827"	"0.010"	""	"1.26e+10"	C+	"0.0000"	"346.06"	"1s2.2s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"3/2"	2	4		"c4,LS"	""	
Mg	10	""	""	"35.827"	"0.010"	""	"1.26e+10"	C+	"0.0000"	"346.06"	"1s2.2s"	"2S"	"1/2"	"1s2.8p"	"2P*"	"1/2"	2	2		"c4,LS"	""	
Fe	16	""	""	"35.860"	"0.010"	""	"7.6e+07"	D	"0.0000"	"345.744"	"2p6.3s"	"2S"	"1/2"	"2p6.5d"	"2D"	"5/2"	2	6	E2	"T2170LS"	""	
Fe	16	""	""	"35.867"	"0.010"	""	"7.8e+07"	D	"0.0000"	"345.674"	"2p6.3s"	"2S"	"1/2"	"2p6.5d"	"2D"	"3/2"	2	4	E2	"T2170LS"	""	
Si	10	""	""	"35.932"	"0.010"	""	"1.62e+11"	B+	"0.86672"	"345.918"	"2s2.2p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"	4	6		"T7059"	""	
Fe	16	"36.01"	"0.10"	"35.999"	"0.010"	""	"5.0e+10"	D	"36.9650"	"381.38"	"2p6.3p"	"2P*"	"3/2"	"2p6.6s"	"2S"	"1/2"	4	2		"T3334LS"	"L19616"	
Mg	11	""	""	"36.074"	"0.010"	""	"1.34e+11"	A	"[1352.2475]"	"[1695.940]"	"1s.2p"	"1P*"	"1"	"1s.5d"	"1D"	"2"	3	5		"T5231c4"	""	
Fe	23	""	""	"36.09"	"0.10"	""	"1.3e+11"	D	"1149.7"	"1493.3"	"1s2.2s.3d"	"1D"	"2"	"1s2.2s.4p"	"1P*"	"1"	5	3		"T4127"	"L11926"	
Mg	11	""	""	"36.120"	"0.010"	""	"2.27e+10"	A	"[1352.2475]"	"[1695.5009]"	"1s.2p"	"1P*"	"1"	"1s.5s"	"1S"	"0"	3	1		"T5231c4"	""	
Si	11	""	""	"36.252"	"0.010"	""	"7.58e+10"	D	"55.3582"	"397.363?"	"1s2.2p2"	"3P"	"1"	"1s2.2p.4d"	"3P*"	"2"	3	5		"T5633c4,LS"	""	
Si	11	""	""	"36.311"	"0.010"	""	"2.27e+11"	D+	"55.9125"	"397.363?"	"1s2.2p2"	"3P"	"2"	"1s2.2p.4d"	"3P*"	"2"	5	5		"T5633c4,LS"	""	
Si	11	""	""	"36.335"	"0.010"	""	"5.74e+11"	C	"55.9125"	"397.138"	"1s2.2p2"	"3P"	"2"	"1s2.2p.4d"	"3D*"	"3"	5	7		"T5633c4,LS"	""	
Si	13	""	""	"36.433"	"0.010"	""	"6.51e+11"	A	"[1839.4227]"	"[2179.7276]"	"1s.2s"	"3S"	"1"	"1s.3p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"36.461"	"0.010"	""	"6.47e+11"	A	"[1839.4227]"	"[2179.4647]"	"1s.2s"	"3S"	"1"	"1s.3p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"36.469"	"0.010"	""	"6.48e+11"	B+	"[1839.4227]"	"[2179.3978]"	"1s.2s"	"3S"	"1"	"1s.3p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Mg	10	""	""	"36.518"	"0.010"	""	"1.87e+10"	C+	"0.0000"	"339.52"	"1s2.2s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"3/2"	2	4		"c4,LS"	""	
Mg	10	""	""	"36.518"	"0.010"	""	"1.87e+10"	C+	"0.0000"	"339.52"	"1s2.2s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"1/2"	2	2		"c4,LS"	""	
Fe	16	"36.749"	"0.010"	"36.749"	"0.003"	""	"1.1e+11"	C	"0.0000"	"337.381"	"2p6.3s"	"2S"	"1/2"	"2p6.5p"	"2P*"	"3/2"	2	4		"T3334LS"	"L819"	
Si	11	""	""	"36.772"	"0.010"	""	"7.33e+11"	C	"61.3971"	"398.567"	"1s2.2p2"	"1D"	"2"	"1s2.2p.4d"	"1F*"	"3"	5	7		"T5633c4"	""	
Fe	16	"36.803"	"0.010"	"36.803"	"0.003"	""	"1.2e+11"	D	"0.0000"	"336.886"	"2p6.3s"	"2S"	"1/2"	"2p6.5p"	"2P*"	"1/2"	2	2		"T3334LS"	"L819"	
Si	11	""	""	"37.060"	"0.010"	""	"1.90e+11"	D+	"61.3971"	"395.947?"	"1s2.2p2"	"1D"	"2"	"1s2.2p.4d"	"1D*"	"2"	5	5		"T5633c4"	""	
Fe	24	""	""	"37.029"	"0.010"	""	"1.51e+11"	C+	"1550.91"	"1885.7"	"1s2.4p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"	2	4		"T3015LS"	""	
Fe	16	"37.096"	"0.010"	"37.096"	"0.003"	""	"1.00e+11"	C	"83.7515"	"417.977"	"2p6.3d"	"2D"	"3/2"	"2p6.7f"	"2F*"	"5/2"	4	6		"T3334LS"	"L819"	
Fe	16	""	""	"37.136"	"0.010"	""	"7.3e+09"	D	"84.1116"	"417.977"	"2p6.3d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"5/2"	6	6		"T3334LS"	""	
Fe	16	"37.138"	"0.010"	"37.138"	"0.003"	""	"1.07e+11"	C	"84.1116"	"417.959"	"2p6.3d"	"2D"	"5/2"	"2p6.7f"	"2F*"	"7/2"	6	8		"T3334LS"	"L819"	
Fe	24	""	""	"37.262"	"0.010"	""	"1.77e+11"	C+	"1552.89"	"1885.6"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"	4	6		"T3015LS"	""	
Fe	24	""	""	"37.249"	"0.010"	""	"2.9e+10"	D	"1552.89"	"1885.7"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"	4	4		"T3015LS"	""	
Si	11	""	""	"37.340"	"0.010"	""	"3.30e+11"	D+	"40.8750"	"372.916"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.4d"	"1D"	"2"	3	5		"T5633c4"	""	
Mg	10	""	""	"37.644"	"0.010"	""	"2.97e+10"	B+	"0.0000"	"329.36"	"1s2.2s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"1/2"	2	2		"c4,LS"	""	
Mg	10	""	""	"37.644"	"0.010"	""	"2.97e+10"	B+	"0.0000"	"329.36"	"1s2.2s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"3/2"	2	4		"c4,LS"	""	
Si	13	""	""	"37.761"	"0.010"	""	"1.06e+12"	A	"[1853.534]"	"[2181.8742]"	"1s.2p"	"3P*"	"0"	"1s.3d"	"3D"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"37.786"	"0.010"	""	"7.94e+11"	A	"[1853.7553]"	"[2181.8742]"	"1s.2p"	"3P*"	"1"	"1s.3d"	"3D"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"37.786"	"0.010"	""	"1.43e+12"	A	"[1853.7553]"	"[2181.8778]"	"1s.2p"	"3P*"	"1"	"1s.3d"	"3D"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"37.812"	"0.010"	""	"6.27e+11"	A	"[1854.6490]"	"[2182.5462]"	"1s.2s"	"1S"	"0"	"1s.3p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"37.877"	"0.010"	""	"1.90e+12"	A	"[1854.6413]"	"[2181.9792]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"3D"	"3"	5	7		"T5231c4,LS"	""	
Si	13	""	""	"37.888"	"0.010"	""	"4.74e+11"	A	"[1854.6413]"	"[2181.8778]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"3D"	"2"	5	5		"T5231c4,LS"	""	
Si	13	""	""	"37.889"	"0.010"	""	"5.26e+10"	B+	"[1854.6413]"	"[2181.8742]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"3D"	"1"	5	3		"T5231c4,LS"	""	
Mg	11	""	""	"37.918"	"0.010"	""	"1.46e+11"	A	"[1331.1112]"	"[1658.0876]"	"1s.2s"	"3S"	"1"	"1s.4p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Mg	11	""	""	"37.925"	"0.010"	""	"1.46e+11"	A	"[1331.1112]"	"[1658.0325]"	"1s.2s"	"3S"	"1"	"1s.4p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Mg	11	""	""	"37.926"	"0.010"	""	"1.46e+11"	A	"[1331.1112]"	"[1658.0186]"	"1s.2s"	"3S"	"1"	"1s.4p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Si	13	""	""	"38.506"	"0.010"	""	"2.53e+10"	B+	"[1853.534]"	"[2175.5178]"	"1s.2p"	"3P*"	"0"	"1s.3s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"38.533"	"0.010"	""	"7.59e+10"	B+	"[1853.7553]"	"[2175.5178]"	"1s.2p"	"3P*"	"1"	"1s.3s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"38.639"	"0.010"	""	"1.26e+11"	B+	"[1854.6413]"	"[2175.5178]"	"1s.2p"	"3P*"	"2"	"1s.3s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Mg	10	"38.769"	"0.010"	"38.766"	"0.010"	"60"	"2.82e+10"	B	"19.8393"	"339.67"	"1s2.2p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"	2	4		"c4,LS"	"L695"	
Mg	10	"38.823"	"0.010"	"38.826"	"0.010"	"120"	"3.36e+10"	B	"20.332"	"339.67"	"1s2.2p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"	4	6		"c4,LS"	"L695"	
Mg	10	""	""	"38.826"	"0.010"	""	"5.62e+09"	C+	"20.332"	"339.67"	"1s2.2p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"	4	4		"c4,LS"	""	
Fe	15	"38.95"	"0.10"	"38.956+"	"0.015"	""	"1.69e+11"	C	"0.0000"	"318.27"	"2p6.3s2"	"1S"	"0"	"3s.5p"	"1P*"	"1"	1	3		"T3284"	"L19616"	
Si	11	""	""	"39.090"	"0.010"	""	"7.52e+07"	E	"0.0000"	"317.180"	"1s2.2s2"	"1S"	"0"	"1s2.2p.3d"	"3P*"	"1"	1	3		"c68"	""	
Si	13	""	""	"39.100"	"0.010"	""	"1.84e+12"	A	"[1864.975]"	"[2182.0729]"	"1s.2p"	"1P*"	"1"	"1s.3d"	"1D"	"2"	3	5		"T5231c4"	""	
Mg	11	""	""	"39.256"	"0.010"	""	"1.76e+11"	A	"[1342.9955]"	"[1658.8323]"	"1s.2p"	"3P*"	"0"	"1s.4d"	"3D"	"1"	1	3		"T5231c4,LS"	""	
Mg	11	""	""	"39.269"	"0.010"	""	"1.32e+11"	A	"[1343.0983]"	"[1658.8323]"	"1s.2p"	"3P*"	"1"	"1s.4d"	"3D"	"1"	3	3		"T5231c4,LS"	""	
Mg	11	"39.278"	"0.010"	"39.268"	"0.010"	"3"	"2.38e+11"	A	"[1343.0983]"	"[1658.83]"	"1s.2p"	"3P*"	"1"	"1s.4d"	"3D"	"2"	3	5		"T5231c4,LS"	"L10489"	
Mg	11	"39.318"	"0.010"	"39.321"	"0.010"	"4"	"3.17e+11"	A	"[1343.5409]"	"[1658.8543]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"3"	5	7		"T5231c4,LS"	"L10489"	
Mg	11	""	""	"39.323"	"0.010"	""	"7.89e+10"	A	"[1343.5409]"	"[1658.83]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"2"	5	5		"T5231c4,LS"	""	
Mg	11	""	""	"39.324"	"0.010"	""	"8.77e+09"	A	"[1343.5409]"	"[1658.8323]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"1"	5	3		"T5231c4,LS"	""	
Mg	11	""	""	"39.332"	"0.010"	""	"1.40e+11"	A	"[1343.8372]"	"[1659.0654]"	"1s.2s"	"1S"	"0"	"1s.4p"	"1P*"	"1"	1	3		"T5231c4"	""	
Fe	16	""	""	"39.348"	"0.010"	""	"3.6e+07"	D	"34.3677"	"349.462"	"2p6.3p"	"2P*"	"1/2"	"2p6.5f"	"2F*"	"5/2"	2	6	E2	"T2170LS"	""	
Si	13	""	""	"39.415"	"0.010"	""	"2.13e+11"	B+	"[1864.975]"	"[2179.5388]"	"1s.2p"	"1P*"	"1"	"1s.3s"	"1S"	"0"	3	1		"T5231c4"	""	
Si	10	""	""	"39.443"	"0.010"	""	"2.71e+11"	B+	"0.00000"	"314.338"	"2s2.2p"	"2P*"	"1/2"	"2s2.4d"	"2D"	"3/2"	2	4		"T7059"	""	
Mg	11	""	""	"39.526"	"0.010"	""	"5.35e+09"	A	"[1342.9955]"	"[1656.6757]"	"1s.2p"	"3P*"	"0"	"1s.4s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Mg	11	""	""	"39.539"	"0.010"	""	"1.60e+10"	A	"[1343.0983]"	"[1656.6757]"	"1s.2p"	"3P*"	"1"	"1s.4s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	10	""	""	"39.552"	"0.010"	""	"3.21e+11"	B+	"0.86672"	"314.338"	"2s2.2p"	"2P*"	"3/2"	"2s2.4d"	"2D"	"5/2"	4	6		"T7059"	""	
Si	10	""	""	"39.552"	"0.010"	""	"5.46e+10"	D+	"0.86672"	"314.338"	"2s2.2p"	"2P*"	"3/2"	"2s2.4d"	"2D"	"3/2"	4	4		"T7192c4,LS"	""	
Mg	11	""	""	"39.595"	"0.010"	""	"2.67e+10"	A	"[1343.5409]"	"[1656.6757]"	"1s.2p"	"3P*"	"2"	"1s.4s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Mg	10	""	""	"39.668"	"0.010"	""	"5.15e+10"	B+	"0.0000"	"312.55"	"1s2.2s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"3/2"	2	4		"T5593"	""	
Mg	10	""	""	"39.668"	"0.010"	""	"5.17e+10"	B+	"0.0000"	"312.55"	"1s2.2s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"1/2"	2	2		"T5593"	""	
Fe	16	""	""	"39.671"	"0.010"	""	"4.5e+07"	D	"36.9650"	"349.499"	"2p6.3p"	"2P*"	"3/2"	"2p6.5f"	"2F*"	"7/2"	4	8	E2	"T2170LS"	""	
Fe	16	"39.827"	"0.010"	"39.827"	"0.003"	""	"2.1e+11"	C	"34.3677"	"345.674"	"2p6.3p"	"2P*"	"1/2"	"2p6.5d"	"2D"	"3/2"	2	4		"T3334LS"	"L3297"	
Mg	10	"40.022"	"0.010"	"40.019"	"0.010"	"120"	"4.62e+10"	B+	"19.8393"	"329.65"	"1s2.2p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"	2	4		"c4,LS"	"L695"	
Mg	10	"40.080"	"0.010"	"40.083"	"0.010"	"200"	"5.54e+10"	B+	"20.332"	"329.65"	"1s2.2p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"	4	6		"c4,LS"	"L695"	
Mg	10	""	""	"40.083"	"0.010"	""	"9.22e+09"	B	"20.332"	"329.65"	"1s2.2p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"	4	4		"c4,LS"	""	
Fe	16	"40.153"	"0.010"	"40.153"	"0.003"	""	"2.5e+11"	C	"36.9650"	"345.744"	"2p6.3p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"5/2"	4	6		"T3334LS"	"L3297"	
Fe	16	""	""	"40.162"	"0.010"	""	"4.1e+10"	D	"36.9650"	"345.674"	"2p6.3p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"3/2"	4	4		"T3334LS"	""	
Si	11	""	""	"40.184"	"0.010"	""	"1.03e+09"	E	"61.3971"	"369.937?"	"1s2.2p2"	"1D"	"2"	"1s2.2s.4p"	"1P*"	"1"	5	3		"c66,LS"	""	
Fe	16	"40.199"	"0.010"	"40.199"	"0.003"	""	"1.7e+11"	C	"83.7515"	"392.178"	"2p6.3d"	"2D"	"3/2"	"2p6.6f"	"2F*"	"5/2"	4	6		"T3334LS"	"L819"	
Fe	16	"40.245"	"0.010"	"40.245"	"0.003"	""	"1.8e+11"	C	"84.1116"	"392.186"	"2p6.3d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"	6	8		"T3334LS"	"L819"	
Fe	16	""	""	"40.246"	"0.010"	""	"1.2e+10"	D	"84.1116"	"392.178"	"2p6.3d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"5/2"	6	6		"T3334LS"	""	
C	5	"40.268"	"0.010"	"40.2678"	"0.0010"	"450"	"8.873e+11"	AA	"0.00000"	"307.89899"	"1s2"	"1S"	"0"	"1s.2p"	"1P*"	"1"	1	3		"T5997"	"L1113"	
Mg	11	""	""	"40.433"	"0.010"	""	"2.96e+11"	A	"[1352.2475]"	"[1658.887]"	"1s.2p"	"1P*"	"1"	"1s.4d"	"1D"	"2"	3	5		"T5231c4"	""	
Si	11	""	""	"40.472"	"0.010"	""	"3.41e+10"	C+	"0.0000"	"306.343?"	"1s2.2s2"	"1S"	"0"	"1s2.2p.3s"	"1P*"	"1"	1	3		"T7333c7,T7067c18"	""	
Mg	11	""	""	"40.545"	"0.010"	""	"4.55e+10"	A	"[1352.2475]"	"[1658.0378]"	"1s.2p"	"1P*"	"1"	"1s.4s"	"1S"	"0"	3	1		"T5231c4"	""	
Mg	9	"40.638"	"0.010"	"40.638"	"0.010"	"10g"	"1.74e+10"	D	"0.0000"	"305.094"	"1s2.2s2"	"1S"	"0"	"1s2.2s.7p"	"1P*"	"1"	1	3		"c6,LS"	"L753"	
C	5	""	""	"40.7283"	"0.0010"	""	"2.62e+04"	A	"0.00000"	"304.41756"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"2"	1	5	M2	"T1494"	""	
C	5	""	""	"40.7306"	"0.0010"	""	""		"0.00000"	"304.40071"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"1"	1	3		""	""	
Si	12	""	""	"40.911"	"0.010"	""	"4.51e+11"	A	"0.0000"	"303.058"	"1s2.2s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"3/2"	2	4		"c22,T5593,T6094"	""	
Si	12	""	""	"40.951"	"0.010"	""	"4.53e+11"	A	"0.0000"	"302.762"	"1s2.2s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"1/2"	2	2		"c22,T5593,T6094"	""	
Fe	16	""	""	"41.095"	"0.010"	""	"1.5e+09"	E	"83.7515"	"385.45"	"2p6.3d"	"2D"	"3/2"	"2p6.6p"	"2P*"	"3/2"	4	4		"T3334LS"	""	
Fe	16	""	""	"41.137"	"0.010"	""	"1.5e+10"	D	"83.7515"	"385.14"	"2p6.3d"	"2D"	"3/2"	"2p6.6p"	"2P*"	"1/2"	4	2		"T3334LS"	""	
Fe	16	"41.17"	"0.10"	"41.144"	"0.014"	""	"1.4e+10"	D	"84.1116"	"385.45"	"2p6.3d"	"2D"	"5/2"	"2p6.6p"	"2P*"	"3/2"	6	4		"T3334LS"	"L19616"	
Fe	17	"41.370"	"0.010"	"41.39"	"0.05"	""	"4.8e+11"	D	"804.264"	"1103.8"	"2s2.2p5.3d"	"3F*"	"4"	"2s2.2p5.(2P*<3/2>).5f"	"2[9/2]"	"5"	9	11		"T5298"	"L4564"	
C	5	""	""	"41.4719"	"0.0010"	""	"4.857e+01"	AA	"0.00000"	"298.95953"	"1s2"	"1S"	"0"	"1s.2s"	"3S"	"1"	1	3	M1	"T1896,T6117"	""	
Fe	15	"41.559"	"0.010"	"41.558+"	"0.017"	"1"	""		"28.9927"	"327.33"	"3s.3p"	"3P*"	"0"	"3s.5d"	"3D"	"1"	1	3		""	"L819"	
Fe	15	"41.663"	"0.010"	"41.663+"	"0.017"	"3"	""		"29.7141"	"327.31"	"3s.3p"	"3P*"	"1"	"3s.5d"	"3D"	"2"	3	5		""	"L819"	
Mg	9	"41.803"	"0.010"	"41.803"	"0.010"	"40g"	"4.22e+10"	D	"0.0000"	"296.591"	"1s2.2s2"	"1S"	"0"	"1s2.2s.6p"	"1P*"	"1"	1	3		"c6,LS"	"L753"	
Fe	15	"41.903"	"0.010"	"41.903+"	"0.018"	"4"	""		"31.4697"	"327.36"	"3s.3p"	"3P*"	"2"	"3s.5d"	"3D"	"3"	5	7		""	"L819"	
